accommodates,neighbourhood_cleansed,latitude,longitude,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,number_of_reviews,price,room_type,dist_to_cristo_km,price_per_person,price_category,log_price
3,Copacabana,-22.98621,-43.19233,1.0,1.0,0.0,4,365,35,275.0,Entire home/apt,4.244456273542316,91.66666666666667,200-300,5.62040086571715
4,Ipanema,-22.98734,-43.19466,1.0,1.0,2.0,2,27,8,649.0,Entire home/apt,4.261376196467248,162.25,500-1000,6.476972362889683
4,Copacabana,-22.96315,-43.17698,1.0,1.0,3.0,4,21,11,350.0,Entire home/apt,3.6529051072410748,87.5,300-500,5.860786223465865
3,Recreio dos Bandeirantes,-23.02319,-43.47922,1.0,1.0,4.0,2,10,59,113.0,Entire home/apt,28.626925141620603,37.666666666666664,100-200,4.736198448394496
2,Copacabana,-22.97887,-43.19007,1.0,1.0,1.0,4,7,39,350.0,Entire home/apt,3.6563093061609817,175.0,300-500,5.860786223465865
7,Recreio dos Bandeirantes,-23.0037197,-43.4475404,1.0,2.0,3.0,2,89,66,183.0,Entire home/apt,24.941092487556837,26.142857142857142,100-200,5.214935757608986
2,Copacabana,-22.96631,-43.18306,1.0,1.0,1.0,1,365,6,404.0,Entire home/apt,3.2342893808899555,202.0,300-500,6.003887067106539
2,Barra da Tijuca,-23.01144,-43.37212,1.0,1.0,1.0,3,15,40,567.0,Entire home/apt,17.820395350524482,283.5,500-1000,6.342121418721152
2,Copacabana,-22.96551,-43.18017,2.0,1.0,1.0,3,35,12,193.0,Private room,3.454521165799376,96.5,100-200,5.267858159063328
4,Jacarepaguá,-22.97257,-43.39916,2.0,1.0,6.0,4,365,0,675.0,Entire home/apt,19.452043387913438,168.75,500-1000,6.516193076042964
4,Copacabana,-22.9663,-43.18715,1.0,1.0,2.0,1,90,36,195.0,Entire home/apt,2.8773988041564382,48.75,100-200,5.278114659230518
6,Laranjeiras,-22.93209,-43.18588,2.5,3.0,4.0,2,365,37,581.0,Entire home/apt,3.3478370126758143,96.83333333333333,500-1000,6.366470447731438
6,Copacabana,-22.96235,-43.17442,2.0,2.0,4.0,3,90,9,288.0,Entire home/apt,3.872597593528984,48.0,200-300,5.666426688112432
2,Botafogo,-22.95015,-43.19215,1.0,1.0,1.0,3,90,28,95.0,Private room,1.8889533231953748,47.5,<100,4.564348191467836
4,Ipanema,-22.9799,-43.19846,1.5,2.0,3.0,3,15,55,384.0,Entire home/apt,3.3485964292836,96.0,300-500,5.953243334287785
1,Leme,-22.96329,-43.169,1.0,1.0,1.0,1,365,46,178.0,Private room,4.433821567080921,178.0,100-200,5.187385805840755
3,Copacabana,-22.9792207,-43.1907952,1.0,1.0,3.0,3,365,45,251.0,Entire home/apt,3.6467675649067637,83.66666666666667,200-300,5.529429087511423
3,Copacabana,-22.9667,-43.18252,1.0,1.0,1.0,1,365,1,290.0,Entire home/apt,3.3038128509477684,96.66666666666667,200-300,5.673323267171493
4,Barra da Tijuca,-23.01552,-43.30444,1.0,1.0,2.0,1,30,66,639.0,Entire home/apt,11.938189514183591,159.75,500-1000,6.461468176353717
5,Barra da Tijuca,-23.00521,-43.32635,2.0,2.0,3.0,3,200,50,392.0,Entire home/apt,13.258688329039794,78.4,300-500,5.973809611869261
5,Jacarepaguá,-22.97017,-43.39594,1.0,2.0,3.0,2,365,4,747.0,Private room,19.094649351324033,149.4,500-1000,6.617402977974478
2,Flamengo,-22.93639,-43.17615,1.0,1.0,2.0,2,30,53,800.0,Entire home/apt,3.9174234609811873,400.0,500-1000,6.68586094706836
5,Botafogo,-22.95341,-43.17529,1.0,2.0,5.0,2,30,50,400.0,Entire home/apt,3.6091067172730495,80.0,300-500,5.993961427306569
4,Santa Teresa,-22.92055957034741,-43.18419062609821,1.0,2.0,3.0,1,365,0,540.0,Entire home/apt,4.404895589083876,135.0,500-1000,6.293419278846481
4,Copacabana,-22.97655,-43.19477,1.5,2.0,2.0,1,90,34,359.0,Entire home/apt,3.1790679694618773,89.75,300-500,5.886104031450156
4,Copacabana,-22.97499,-43.19052,1.5,1.0,2.0,3,90,45,414.0,Entire home/apt,3.28276603140738,103.5,300-500,6.028278520230698
4,Jacarepaguá,-22.97159,-43.35941,1.0,1.0,3.0,2,365,16,225.0,Entire home/apt,15.402473840350629,56.25,200-300,5.420534999272286
4,Botafogo,-22.94795,-43.1864,0.0,0.0,3.0,4,15,8,600.0,Entire home/apt,2.506464374318348,150.0,500-1000,6.398594934535208
2,Camorim,-22.97566,-43.41572,1.0,1.0,1.0,2,365,2,407.0,Entire home/apt,21.176474522020108,203.5,300-500,6.0112671744041615
4,Copacabana,-22.96470403981885,-43.18212570777484,1.0,1.0,1.0,3,30,2,450.0,Entire home/apt,3.2352750615315653,112.5,300-500,6.111467339502679
5,Copacabana,-22.97811,-43.18975,1.0,2.0,3.0,3,90,20,571.0,Entire home/apt,3.6065253314286925,114.2,500-1000,6.349138991379798
4,Copacabana,-22.967180252075195,-43.1858024597168,2.0,2.0,2.0,3,28,10,437.0,Entire home/apt,3.0464971613438303,109.25,300-500,6.082218910376446
4,Copacabana,-22.97052,-43.18578,1.0,2.0,3.0,2,120,31,192.0,Entire home/apt,3.2699370142597854,48.0,100-200,5.262690188904886
4,Flamengo,-22.92722,-43.17552,1.0,1.0,2.0,3,90,54,149.0,Entire home/apt,4.512407728893947,37.25,100-200,5.0106352940962555
2,Copacabana,-22.96619,-43.18537,1.0,1.0,1.0,1,365,31,310.0,Private room,3.0240753586755313,155.0,300-500,5.739792912179234
5,Copacabana,-22.96178,-43.17534,1.0,1.0,3.0,2,90,18,267.0,Entire home/apt,3.7638682845886255,53.4,200-300,5.5909869805108565
3,Copacabana,-22.96605,-43.18673,1.0,1.0,2.0,5,90,3,253.0,Entire home/apt,2.89804193419442,84.33333333333333,200-300,5.537334267018537
4,Copacabana,-22.96311,-43.17768,1.0,2.0,2.0,2,90,43,387.0,Entire home/apt,3.5841024948213462,96.75,300-500,5.961005339623274
4,Ipanema,-22.983763,-43.208496,2.0,2.0,3.0,3,90,46,624.0,Entire home/apt,3.5489394722338923,156.0,500-1000,6.437751649736401
2,Jacarepaguá,-22.96713,-43.41513,1.0,1.0,2.0,4,15,6,120.0,Shared room,21.019606433683283,60.0,100-200,4.795790545596741
2,Jacarepaguá,-22.96701,-43.41314,1.0,1.0,2.0,4,15,7,120.0,Shared room,20.815454777241445,60.0,100-200,4.795790545596741
2,Tijuca,-22.92598,-43.23091,1.0,1.0,1.0,3,365,9,99.0,Private room,3.5602103132022123,49.5,<100,4.605170185988092
3,Leblon,-22.98471651553484,-43.22769973490569,2.0,2.0,2.0,2,365,33,701.0,Entire home/apt,4.051689640951821,233.66666666666666,500-1000,6.553933404025811
4,Copacabana,-22.974953,-43.19294,1.0,1.0,3.0,3,32,7,445.0,Entire home/apt,3.1309997823508473,111.25,300-500,6.100318952020064
6,Lagoa,-22.97278,-43.2045,2.5,3.0,5.0,5,180,0,900.0,Entire home/apt,2.401643773580482,150.0,500-1000,6.803505257608338
6,Copacabana,-22.98132,-43.18942,2.0,3.0,3.0,4,90,33,1025.0,Entire home/apt,3.9191238036934997,170.83333333333334,>1000,6.933423025730715
2,Centro,-22.91365,-43.19026,1.0,1.0,1.0,1,365,55,100.0,Private room,4.731370495117066,50.0,<100,4.61512051684126
5,Tijuca,-22.92641,-43.23314,1.0,1.0,3.0,1,180,5,339.0,Private room,3.661752799733716,67.8,300-500,5.8289456176102075
2,Copacabana,-22.96455,-43.17982,1.0,1.0,1.0,5,30,16,132.0,Private room,3.4417926929356346,66.0,100-200,4.890349128221754
2,Copacabana,-22.97661,-43.1922,1.0,1.0,2.0,1,90,34,304.0,Entire home/apt,3.3256325493825423,152.0,300-500,5.720311776607412
4,Botafogo,-22.94524,-43.18357,1.0,1.0,2.0,2,365,54,183.0,Entire home/apt,2.85519405144072,45.75,100-200,5.214935757608986
4,Leme,-22.96147,-43.16996,1.0,1.0,2.0,5,15,0,840.0,Entire home/apt,4.285055430604922,210.0,500-1000,6.734591659972948
4,Copacabana,-22.98433,-43.19066,2.0,1.0,2.0,5,30,30,300.0,Entire home/apt,4.1387714152251665,75.0,200-300,5.707110264748875
7,Copacabana,-22.96575,-43.17366,2.0,3.0,3.0,1,365,8,900.0,Entire home/apt,4.074207844745076,128.57142857142858,500-1000,6.803505257608338
2,Copacabana,-22.96472929845792,-43.17563451826573,1.0,1.0,2.0,4,365,2,365.0,Entire home/apt,3.8442605011188635,182.5,300-500,5.902633333401366
6,Copacabana,-22.9727,-43.1876,2.5,3.0,3.0,2,365,43,636.0,Entire home/apt,3.293390147100364,106.0,500-1000,6.456769655572163
4,Copacabana,-22.96794,-43.18619,1.0,1.0,4.0,4,30,34,252.0,Entire home/apt,3.0620629230676233,63.0,200-300,5.53338948872752
6,Copacabana,-22.975531,-43.190948,1.5,1.0,2.0,1,120,43,301.0,Entire home/apt,3.3032862924020168,50.166666666666664,300-500,5.71042701737487
3,Leblon,-22.98478,-43.22187,1.0,1.0,2.0,3,365,23,308.0,Entire home/apt,3.8369272766542357,102.66666666666667,300-500,5.733341276897746
3,Gávea,-22.97727,-43.22746,1.5,1.0,2.0,5,365,46,515.0,Entire home/apt,3.312585949864943,171.66666666666666,500-1000,6.246106765481563
2,Botafogo,-22.94434,-43.18174,1.0,1.0,1.0,5,30,7,1000.0,Entire home/apt,3.0625063284619896,500.0,500-1000,6.90875477931522
4,Tanque,-22.91938,-43.35888,1.0,2.0,2.0,1,365,0,159.0,Entire home/apt,15.61908680870582,39.75,100-200,5.075173815233827
6,Ipanema,-22.985189,-43.207142,3.0,3.0,4.0,2,730,54,585.0,Entire home/apt,3.717498672012446,97.5,500-1000,6.373319789577012
3,Leblon,-22.98601531982422,-43.22174835205078,2.0,2.0,2.0,2,45,23,657.0,Entire home/apt,3.9643962329526072,219.0,500-1000,6.489204931325317
6,Santa Teresa,-22.91731,-43.19151,1.5,2.0,4.0,5,365,16,380.0,Entire home/apt,4.309901259509063,63.333333333333336,300-500,5.942799375126701
2,Copacabana,-22.9692,-43.18489,1.0,1.0,1.0,3,30,20,299.0,Entire home/apt,3.2520556392142583,149.5,200-300,5.703782474656201
5,Copacabana,-22.97698,-43.1893,1.0,1.0,5.0,3,365,1,160.0,Private room,3.5338834976404137,32.0,100-200,5.081404364984463
2,Jacarepaguá,-22.973846,-43.41428,1.0,1.0,1.0,1,30,58,266.0,Entire home/apt,21.005955110090106,133.0,200-300,5.58724865840025
2,Taquara,-22.91242,-43.39751,1.0,1.0,3.0,1,365,12,151.0,Entire home/apt,19.647813442731078,75.5,100-200,5.0238805208462765
8,Catete,-22.92285,-43.17898,1.0,2.0,3.0,2,8,1,750.0,Entire home/apt,4.566461896225473,93.75,500-1000,6.621405651764134
2,Leblon,-22.986696,-43.229,1.0,1.0,1.0,2,10,18,650.0,Entire home/apt,4.307841098853082,325.0,500-1000,6.478509642208569
2,Ipanema,-22.98484,-43.19783,1.0,1.0,1.0,1,90,65,285.0,Entire home/apt,3.885667103149986,142.5,200-300,5.655991810819852
2,Botafogo,-22.94592,-43.18215,0.0,1.0,1.0,1,26,66,198.0,Private room,2.978058831625113,99.0,100-200,5.293304824724492
8,Jacarepaguá,-22.97287,-43.41218,1.0,2.0,6.0,3,365,4,160.0,Entire home/apt,20.78003682898508,20.0,100-200,5.081404364984463
2,Leme,-22.96393,-43.17271,1.0,1.0,1.0,2,8,0,423.0,Entire home/apt,4.093925160750032,211.5,300-500,6.049733455231958
1,Centro,-22.913734,-43.18401,1.0,0.0,0.0,5,180,5,150.0,Entire home/apt,5.036802045434736,150.0,100-200,5.017279836814924
6,Copacabana,-22.965592747124365,-43.17645996809006,1.0,2.0,4.0,4,29,4,857.0,Entire home/apt,3.803307841246384,142.83333333333334,500-1000,6.754604099487962
4,Recreio dos Bandeirantes,-23.02932,-43.47576,1.0,1.0,2.0,2,150,9,379.0,Entire home/apt,28.484709367355457,94.75,300-500,5.940171252720432
2,Camorim,-22.97624,-43.41582,1.0,1.0,1.0,3,365,0,752.0,Entire home/apt,21.194727066342704,376.0,500-1000,6.6240652277998935
2,Pechincha,-22.928679676400066,-43.358305314547145,1.0,1.0,1.0,3,365,20,89.0,Entire home/apt,15.354019916567902,44.5,<100,4.499809670330265
2,Camorim,-22.97639,-43.41536,1.0,1.0,1.0,2,365,1,960.0,Private room,21.150146960495864,480.0,500-1000,6.8679744089702925
4,Leme,-22.9637,-43.17176,2.0,2.0,2.0,2,15,12,286.0,Entire home/apt,4.177875727471583,71.5,200-300,5.659482215759621
3,Copacabana,-22.96355,-43.1784,1.0,1.0,1.0,2,6,9,479.0,Entire home/apt,3.532719806463643,159.66666666666666,300-500,6.173786103901937
4,Gávea,-22.97345,-43.22572,1.0,1.0,2.0,3,365,45,252.0,Entire home/apt,2.858365958654496,63.0,200-300,5.53338948872752
2,Botafogo,-22.94284898847572,-43.18506983666329,1.0,1.0,1.0,2,6,11,750.0,Entire home/apt,2.7916564917615223,375.0,500-1000,6.621405651764134
2,Camorim,-22.97612,-43.41549,1.0,1.0,1.0,3,365,1,331.0,Entire home/apt,21.15952460255986,165.5,300-500,5.805134968916488
4,Copacabana,-22.964582,-43.174206,1.0,1.0,2.0,1,365,59,196.0,Entire home/apt,3.974610290894576,49.0,100-200,5.2832037287379885
2,Ipanema,-22.98434257507324,-43.200191497802734,1.0,1.0,1.0,4,365,31,380.0,Entire home/apt,3.758659592476846,190.0,300-500,5.942799375126701
2,Recreio dos Bandeirantes,-23.02283,-43.47615,1.0,1.0,1.0,2,21,13,126.0,Private room,28.31394561735112,63.0,100-200,4.844187086458591
8,Camorim,-22.98064,-43.42465,3.0,3.0,3.0,1,15,13,949.0,Entire home/apt,22.15657452894175,118.625,500-1000,6.856461984594587
5,Catete,-22.9271,-43.17877,3.0,3.0,3.0,2,365,33,480.0,Entire home/apt,4.261666413283245,96.0,300-500,6.175867270105761
4,Copacabana,-22.97137,-43.18556,2.5,2.0,2.0,1,90,55,434.0,Entire home/apt,3.3477283904356137,108.5,300-500,6.075346031088684
5,Jacarepaguá,-22.96961,-43.39219,1.0,2.0,4.0,1,365,5,400.0,Entire home/apt,18.7063100832876,80.0,300-500,5.993961427306569
4,Copacabana,-22.96776,-43.18392,1.0,1.0,1.0,2,20,43,250.0,Entire home/apt,3.2428731706136906,62.5,200-300,5.5254529391317835
4,Barra da Tijuca,-23.01204,-43.38426,1.0,1.0,3.0,2,28,1,520.0,Entire home/apt,19.003165369268967,130.0,500-1000,6.255750041753367
3,Barra da Tijuca,-23.002161,-43.308189,1.5,1.0,2.0,3,30,1,317.0,Private room,11.456369446163658,105.66666666666667,300-500,5.762051382780177
3,Jacarepaguá,-22.96495,-43.40328,1.0,1.0,1.0,1,365,15,196.0,Entire home/apt,19.791426682107335,65.33333333333333,100-200,5.2832037287379885
2,Jacarepaguá,-22.96351,-43.401,1.0,1.0,1.0,1,365,14,213.0,Entire home/apt,19.547496382195064,106.5,200-300,5.365976015021851
6,Ipanema,-22.98457,-43.21306,2.5,3.0,4.0,4,365,24,690.0,Entire home/apt,3.6421805605536566,115.0,500-1000,6.53813982376767
4,Copacabana,-22.964037,-43.174927,1.0,1.0,3.0,4,10,34,429.0,Entire home/apt,3.8842170253027066,107.25,300-500,6.063785208687608
2,Joá,-23.0029038,-43.2773936,1.0,1.0,1.0,1,35,41,190.0,Entire home/apt,8.891594149779264,95.0,100-200,5.25227342804663
4,Santa Teresa,-22.91678,-43.18152,1.0,1.0,2.0,2,365,26,230.0,Entire home/apt,4.904852457664379,57.5,200-300,5.442417710521793
2,Centro,-22.90772,-43.19347,1.0,1.0,1.0,1,650,5,703.0,Entire home/apt,5.212979952054532,351.5,500-1000,6.556778356158042
4,Copacabana,-22.98494,-43.18999,1.0,0.0,2.0,3,10,65,355.0,Entire home/apt,4.231614732045015,88.75,300-500,5.87493073085203
2,Jacarepaguá,-22.97423,-43.35864,1.0,1.0,1.0,1,365,11,350.0,Private room,15.36898345541817,175.0,300-500,5.860786223465865
6,Recreio dos Bandeirantes,-23.02884,-43.47313,2.0,2.0,4.0,1,365,21,443.0,Entire home/apt,28.212016351635203,73.83333333333333,300-500,6.095824562432225
4,Copacabana,-22.96945,-43.18866,2.0,2.0,4.0,3,120,49,400.0,Entire home/apt,2.967887485612918,100.0,300-500,5.993961427306569
5,Jacarepaguá,-22.97018,-43.39465,2.0,2.0,4.0,1,365,4,290.0,Entire home/apt,18.96344604698151,58.0,200-300,5.673323267171493
5,Jacarepaguá,-22.9669,-43.3954,1.0,2.0,5.0,1,365,2,489.0,Entire home/apt,19.004546472096244,97.8,300-500,6.194405391104672
2,Centro,-22.91309,-43.1781,1.0,1.0,1.0,1,365,2,225.0,Private room,5.443553288280273,112.5,200-300,5.420534999272286
2,Pechincha,-22.92866,-43.35819,1.0,1.0,1.0,3,365,18,92.0,Entire home/apt,15.342749358157288,46.0,<100,4.532599493153256
4,Copacabana,-22.96625,-43.18522,1.0,1.0,3.0,3,30,63,200.0,Entire home/apt,3.040648418294548,50.0,100-200,5.303304908059076
5,Copacabana,-22.982084,-43.193138,3.0,3.0,3.0,2,15,30,1036.0,Entire home/apt,3.797948619322113,207.2,>1000,6.9440872082295275
3,Ipanema,-22.98218,-43.19859,1.0,1.0,2.0,6,365,6,450.0,Entire home/apt,3.5809757645365226,150.0,300-500,6.111467339502679
4,Copacabana,-22.96634,-43.18352,1.0,1.0,2.0,2,90,35,470.0,Entire home/apt,3.1951376709942783,117.5,300-500,6.154858094016418
4,Leblon,-22.980768,-43.225346,1.0,1.0,2.0,3,90,43,284.0,Entire home/apt,3.5516450256074807,71.0,200-300,5.652489180268651
2,Jacarepaguá,-22.96544,-43.38548,2.0,1.0,1.0,2,90,1,500.0,Entire home/apt,17.978789256947092,250.0,300-500,6.2166061010848646
4,Gávea,-22.97844,-43.22929,3.0,2.0,3.0,3,80,10,620.0,Entire home/apt,3.522769358970384,155.0,500-1000,6.431331081933479
2,Botafogo,-22.94673,-43.18189,1.0,0.0,1.0,3,10,18,243.0,Entire home/apt,2.985362119412659,121.5,200-300,5.497168225293202
4,Ipanema,-22.98428,-43.1996,1.5,2.0,3.0,3,90,0,700.0,Entire home/apt,3.769463976188049,175.0,500-1000,6.55250788703459
2,Leme,-22.96243,-43.17255,1.0,1.0,1.0,3,365,31,230.0,Entire home/apt,4.05820423567139,115.0,200-300,5.442417710521793
2,Cidade de Deus,-22.94309,-43.37077,1.0,1.0,1.0,1,365,0,776.0,Entire home/apt,16.44009727598299,388.0,500-1000,6.655440350367647
4,Santa Teresa,-22.91799,-43.17802,1.0,1.0,2.0,1,60,17,185.0,Entire home/apt,5.027977134068773,46.25,100-200,5.225746673713202
3,Copacabana,-22.982219973670382,-43.19045723200535,1.0,1.0,2.0,3,28,65,253.0,Entire home/apt,3.9467927631678164,84.33333333333333,200-300,5.537334267018537
4,Copacabana,-22.98087311556798,-43.19012073670578,1.5,2.0,0.0,3,28,45,371.0,Entire home/apt,3.8382784164798616,92.75,300-500,5.918893854273146
5,Barra da Tijuca,-23.014132,-43.311743,2.0,2.0,3.0,2,60,43,859.0,Entire home/apt,12.46189688371857,171.8,500-1000,6.756932389247553
5,Ipanema,-22.984254837036133,-43.20410537719727,2.0,2.0,4.0,3,365,6,809.0,Entire home/apt,3.6567752412850076,161.8,500-1000,6.697034247666484
4,Copacabana,-22.970667238138272,-43.18360751976097,1.0,1.0,2.0,3,28,33,209.0,Entire home/apt,3.4548420169326906,52.25,200-300,5.3471075307174685
4,Copacabana,-22.96758,-43.18132,1.0,0.0,1.0,4,91,65,338.0,Entire home/apt,3.459163001826148,84.5,300-500,5.82600010738045
4,Copacabana,-22.97265,-43.19196,1.0,1.0,3.0,1,8,36,453.0,Entire home/apt,2.9877706617601607,113.25,300-500,6.118097198041348
4,Barra da Tijuca,-23.00982,-43.33314,2.0,2.0,2.0,2,365,42,346.0,Entire home/apt,14.110215874613962,86.5,300-500,5.849324779946859
4,Ipanema,-22.987247,-43.190105,3.0,2.0,3.0,3,60,8,1084.0,Entire home/apt,4.450605080965425,271.0,>1000,6.98933526597456
2,Copacabana,-22.97378,-43.18771,1.0,1.0,1.0,4,91,64,185.0,Entire home/apt,3.370996403071308,92.5,100-200,5.225746673713202
3,Copacabana,-22.97553,-43.18974,1.0,1.0,2.0,3,365,36,182.0,Private room,3.3795813458063075,60.666666666666664,100-200,5.209486152841421
6,Copacabana,-22.96832,-43.18149,2.0,3.0,5.0,5,365,0,897.0,Entire home/apt,3.4865114924325793,149.5,500-1000,6.8001700683022
4,Centro,-22.912123,-43.187775,1.0,1.0,3.0,3,120,43,151.0,Entire home/apt,4.997878001652024,37.75,100-200,5.0238805208462765
4,Copacabana,-22.97115,-43.18398,2.0,2.0,4.0,2,365,57,375.0,Entire home/apt,3.457496111291549,93.75,300-500,5.929589143389895
3,Botafogo,-22.94896,-43.18308,1.0,1.0,1.0,3,60,9,225.0,Entire home/apt,2.82658507601465,75.0,200-300,5.420534999272286
2,Tijuca,-22.9204,-43.21582,1.0,1.0,3.0,2,90,14,350.0,Entire home/apt,3.544754239790485,175.0,300-500,5.860786223465865
4,Botafogo,-22.95582,-43.175323,1.0,1.0,2.0,5,90,58,270.0,Entire home/apt,3.628067169190545,67.5,200-300,5.602118820879701
4,Copacabana,-22.97348,-43.1889,2.0,2.0,2.0,2,365,3,500.0,Entire home/apt,3.2632342858113916,125.0,300-500,6.2166061010848646
4,Barra da Tijuca,-23.01422,-43.29797,1.0,1.0,2.0,2,365,6,298.0,Entire home/apt,11.322419966242936,74.5,200-300,5.700443573390686
2,Curicica,-22.95317,-43.38864,1.0,1.0,1.0,2,365,8,130.0,Entire home/apt,18.240554378281907,65.0,100-200,4.875197323201151
4,Leblon,-22.983354568481445,-43.216251373291016,2.0,2.0,3.0,3,365,64,700.0,Entire home/apt,3.546807076968777,175.0,500-1000,6.55250788703459
2,Santa Teresa,-22.923908233642575,-43.19076919555664,1.0,1.0,1.0,2,365,44,726.0,Entire home/apt,3.71083201387766,363.0,500-1000,6.588926477533519
4,Copacabana,-22.9628,-43.17801,1.0,2.0,4.0,4,365,56,186.0,Entire home/apt,3.54049883886057,46.5,100-200,5.231108616854587
4,Santa Teresa,-22.923908233642575,-43.19076919555664,2.0,2.0,4.0,2,365,7,858.0,Entire home/apt,3.71083201387766,214.5,500-1000,6.755768921984256
4,Santa Teresa,-22.923908233642575,-43.19076919555664,2.0,2.0,3.0,2,365,60,1080.0,Entire home/apt,3.71083201387766,270.0,>1000,6.985641817639208
5,Santa Teresa,-22.923908233642575,-43.19076919555664,2.0,2.0,3.0,2,365,24,858.0,Entire home/apt,3.71083201387766,171.6,500-1000,6.755768921984256
4,Jacarepaguá,-22.9662,-43.39578,1.0,2.0,3.0,2,15,16,310.0,Entire home/apt,19.036692870672063,77.5,300-500,5.739792912179234
2,Jacarepaguá,-22.969665732007872,-43.38757170468928,1.0,1.0,1.0,2,90,61,180.0,Entire home/apt,18.236826941433083,90.0,100-200,5.198497031265826
4,Barra da Tijuca,-23.009733,-43.354778,1.0,1.0,1.0,2,7,49,340.0,Entire home/apt,16.108989840191633,85.0,300-500,5.831882477283517
3,Copacabana,-22.96558,-43.17614,1.5,1.0,2.0,3,10,0,200.0,Entire home/apt,3.832788480495358,66.66666666666667,100-200,5.303304908059076
6,Leblon,-22.98524,-43.22687,2.0,2.0,3.0,3,365,55,767.0,Entire home/apt,4.0684671118445115,127.83333333333333,500-1000,6.643789733147672
2,Copacabana,-22.98178,-43.19204,2.0,1.0,2.0,3,365,6,380.0,Entire home/apt,3.822424710378143,190.0,300-500,5.942799375126701
3,Copacabana,-22.9834,-43.19208,1.0,1.0,1.0,4,365,47,284.0,Entire home/apt,3.9780495295711775,94.66666666666667,200-300,5.652489180268651
2,Rio Comprido,-22.937586,-43.210964,1.0,1.0,1.0,2,45,31,137.0,Private room,1.5923531705761682,68.5,100-200,4.927253685157205
4,Copacabana,-22.98256,-43.19394,1.0,1.0,1.0,2,365,12,241.0,Entire home/apt,3.8075365540568593,60.25,200-300,5.488937726156687
5,Centro,-22.91626,-43.1881,1.5,2.0,3.0,1,365,8,500.0,Entire home/apt,4.578990706042895,100.0,300-500,6.2166061010848646
4,Copacabana,-22.96753,-43.18955,1.0,2.0,2.0,2,30,64,305.0,Entire home/apt,2.7607119067166916,76.25,300-500,5.723585101952381
4,Copacabana,-22.963863,-43.191238,1.0,1.0,2.0,3,89,16,177.0,Entire home/apt,2.378868385714665,44.25,100-200,5.181783550292085
3,Copacabana,-22.965,-43.17891,2.0,2.0,2.0,3,365,48,400.0,Entire home/apt,3.547281642951033,133.33333333333334,300-500,5.993961427306569
2,Leblon,-22.97874,-43.22396,1.0,1.0,1.0,3,20,8,900.0,Entire home/apt,3.287265860539905,450.0,500-1000,6.803505257608338
2,Santa Teresa,-22.93706,-43.2049,1.0,1.0,1.0,1,365,17,1076.0,Private room,1.746927440779657,538.0,>1000,6.981934677156389
1,Tijuca,-22.92568,-43.23647,2.0,1.0,2.0,2,365,20,158.0,Private room,3.9462131716270616,158.0,100-200,5.0689042022202315
4,Copacabana,-22.968266,-43.183697,1.0,1.0,1.0,1,365,44,262.0,Entire home/apt,3.2928114888810653,65.5,200-300,5.572154032177765
5,Maracanã,-22.91394,-43.23098,2.0,2.0,3.0,3,365,4,400.0,Entire home/apt,4.713287909761911,80.0,300-500,5.993961427306569
