accommodates,neighbourhood_cleansed,latitude,longitude,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,number_of_reviews,price,room_type,dist_to_cristo_km,price_per_person,price_category,log_price
3,Recreio dos Bandeirantes,-23.030424080001183,-43.4731472769941,1.0,1.0,1.0,3,365,31,165.0,Entire home/apt,28.267461871116677,55.0,100-200,5.111987788356544
2,Itanhangá,-22.9766552,-43.3284607,1.0,1.0,1.0,2,365,4,150.0,Entire home/apt,12.386840297759404,75.0,100-200,5.017279836814924
2,Camorim,-22.97604013354878,-43.415491720782335,1.0,1.0,0.0,1,365,56,223.0,Entire home/apt,21.158577017685896,111.5,200-300,5.4116460518550396
2,Leblon,-22.9840653,-43.21902499999999,1.0,0.0,1.0,2,365,59,418.0,Entire home/apt,3.681569646304206,209.0,300-500,6.037870919922137
1,Copacabana,-22.96238,-43.17552,1.0,1.0,1.0,2,30,11,162.0,Private room,3.7663424915516313,162.0,100-200,5.093750200806762
6,Barra da Tijuca,-23.01116766385629,-43.297285005127314,1.0,1.0,1.0,2,90,3,188.0,Private room,11.061618794123564,31.333333333333332,100-200,5.241747015059643
4,Ipanema,-22.98759094550029,-43.19019204584981,2.0,2.0,2.0,2,365,10,1045.0,Entire home/apt,4.480272128846319,261.25,>1000,6.952728644624869
3,Botafogo,-22.941287633807004,-43.1793246343933,1.0,1.0,0.0,2,365,2,849.0,Entire home/apt,3.4033559709404893,283.0,500-1000,6.745236349484362
4,Botafogo,-22.957374235602124,-43.1773355375829,2.0,2.0,2.0,3,90,16,495.0,Entire home/apt,3.449830318445594,123.75,300-500,6.206575926724928
4,Jacarepaguá,-22.9734005,-43.4140266,1.0,1.0,2.0,3,15,1,284.0,Entire home/apt,20.974516933054726,71.0,200-300,5.652489180268651
2,Copacabana,-22.97683,-43.19218,1.0,1.0,1.0,1,720,18,214.0,Private room,3.347018293543016,107.0,200-300,5.3706380281276624
2,Copacabana,-22.97607,-43.19236,1.0,1.0,1.0,1,720,17,253.0,Private room,3.2668596245809822,126.5,200-300,5.537334267018537
4,Copacabana,-22.9658536,-43.1792208,1.0,1.0,2.0,3,365,21,299.0,Entire home/apt,3.5586280929481826,74.75,200-300,5.703782474656201
2,Copacabana,-22.9710152,-43.1893731,2.0,1.0,0.0,2,20,2,1000.0,Entire home/apt,3.0326031104896054,500.0,500-1000,6.90875477931522
4,Leme,-22.962384447269773,-43.16743389868852,1.0,2.0,3.0,3,365,1,630.0,Entire home/apt,4.5609619436528135,157.5,500-1000,6.447305862541213
7,Copacabana,-22.97359,-43.18976,2.0,3.0,4.0,4,365,0,888.0,Entire home/apt,3.2133867360607646,126.85714285714286,500-1000,6.790097235513905
2,Curicica,-22.96191,-43.39944,1.0,1.0,1.0,4,365,15,217.0,Entire home/apt,19.37720446850195,108.5,200-300,5.384495062789089
2,Copacabana,-22.963930685792374,-43.176066018641,2.0,1.0,0.0,2,365,35,170.0,Private room,3.7708704103390165,85.0,100-200,5.14166355650266
4,Copacabana,-22.9634036,-43.1747583,1.0,1.0,1.0,4,20,25,110.0,Entire home/apt,3.8766200072476384,27.5,100-200,4.709530201312334
6,Laranjeiras,-22.9362922,-43.1895847,1.5,2.0,0.0,3,30,9,261.0,Entire home/apt,2.756589554374275,43.5,200-300,5.568344503761097
2,Flamengo,-22.9348591,-43.1771426,1.0,1.0,1.0,2,365,22,168.0,Entire home/apt,3.906123377770794,84.0,100-200,5.1298987149230735
3,Copacabana,-22.97645,-43.19084,1.0,1.0,2.0,1,90,14,188.0,Entire home/apt,3.3916862029346504,62.666666666666664,100-200,5.241747015059643
6,Copacabana,-22.96643,-43.17745,3.0,2.0,4.0,2,60,23,617.0,Entire home/apt,3.7497928123274304,102.83333333333333,500-1000,6.42648845745769
4,Copacabana,-22.983852875537085,-43.19220102802801,2.0,2.0,2.0,2,50,20,441.0,Entire home/apt,4.016663983173094,110.25,300-500,6.091309882077698
3,Ipanema,-22.98564761653557,-43.19941263645888,2.0,1.0,0.0,2,365,11,994.0,Entire home/apt,3.920487203827884,331.3333333333333,500-1000,6.902742737158593
4,Copacabana,-22.968911169004745,-43.18343950340506,1.0,1.0,2.0,5,365,34,285.0,Entire home/apt,3.3547304409027032,71.25,200-300,5.655991810819852
4,Copacabana,-22.9788678,-43.1913437,1.0,1.0,2.0,3,365,29,391.0,Entire home/apt,3.583101498638911,97.75,300-500,5.971261839790462
4,Copacabana,-22.9726206,-43.19112030000001,2.0,2.0,2.0,4,90,5,307.0,Entire home/apt,3.0406371504932643,76.75,300-500,5.730099782973575
4,Ipanema,-22.98789,-43.19039,1.0,1.0,2.0,1,365,2,413.0,Entire home/apt,4.5004462571215145,103.25,300-500,6.025865973825314
8,Recreio dos Bandeirantes,-23.027542342296595,-43.46977332724549,2.0,3.0,6.0,3,90,0,690.0,Entire home/apt,27.840982562028625,86.25,500-1000,6.53813982376767
4,Copacabana,-22.98505,-43.19057,1.0,1.0,0.0,3,30,11,315.0,Entire home/apt,4.213162294659116,78.75,300-500,5.755742213586912
2,Copacabana,-22.96415,-43.17853,1.0,1.0,2.0,1,5,21,160.0,Private room,3.5454266746479615,80.0,100-200,5.081404364984463
1,Taquara,-22.92580724535594,-43.38534092567378,2.0,1.0,0.0,1,5,2,60.0,Private room,18.1375843473611,60.0,<100,4.110873864173311
3,Copacabana,-22.96238,-43.17891,1.0,1.0,4.0,2,365,1,304.0,Entire home/apt,3.437956877504611,101.33333333333333,300-500,5.720311776607412
4,Ipanema,-22.98331275187425,-43.209157451333326,1.0,1.0,1.0,3,90,21,370.0,Entire home/apt,3.495641985376226,92.5,300-500,5.916202062607435
2,Jacarepaguá,-22.97018,-43.3907,1.0,1.0,0.0,1,365,8,177.0,Entire home/apt,18.561405974399353,88.5,100-200,5.181783550292085
6,Barra da Tijuca,-23.011481536503663,-43.36772394618512,1.0,1.0,0.0,1,365,0,397.0,Entire home/apt,17.40514195606666,66.16666666666667,300-500,5.986452005284438
3,Barra da Tijuca,-23.00922,-43.36961,1.0,1.0,1.0,1,365,0,240.0,Private room,17.490765179891365,80.0,200-300,5.484796933490655
2,Jacarepaguá,-22.9740622,-43.4132359,1.5,1.0,0.0,3,365,12,166.0,Entire home/apt,20.9025880291036,83.0,100-200,5.117993812416755
3,Recreio dos Bandeirantes,-23.02336,-43.45322,1.0,1.0,3.0,2,28,3,339.0,Entire home/apt,26.085666372587042,113.0,300-500,5.8289456176102075
4,Copacabana,-22.96613349026368,-43.1813623417056,2.0,1.0,1.0,1,365,1,360.0,Entire home/apt,3.377130901209602,90.0,300-500,5.8888779583328805
4,Glória,-22.91517,-43.17568,1.0,1.0,2.0,1,365,28,228.0,Entire home/apt,5.421745112762159,57.0,200-300,5.43372200355424
4,Glória,-22.91719145490548,-43.176559069931,1.0,1.0,2.0,1,365,41,240.0,Entire home/apt,5.19381569960474,60.0,200-300,5.484796933490655
6,Jacarepaguá,-22.96808,-43.4146,1.0,2.0,2.0,3,20,2,269.0,Entire home/apt,20.974242521519695,44.833333333333336,200-300,5.598421958998375
4,Camorim,-22.9805040697802,-43.42270251363516,1.0,1.0,2.0,2,60,15,210.0,Entire home/apt,21.957108872792208,52.5,200-300,5.351858133476067
4,Jacarepaguá,-22.9676654692074,-43.38889034132118,1.0,1.0,0.0,2,365,0,315.0,Entire home/apt,18.34859721298687,78.75,300-500,5.755742213586912
5,Barra da Tijuca,-22.9779414,-43.40692050000001,1.0,1.0,3.0,2,90,10,270.0,Entire home/apt,20.31733926017338,54.0,200-300,5.602118820879701
4,Copacabana,-22.9721653,-43.1876503,1.0,1.0,2.0,3,365,1,243.0,Entire home/apt,3.248203670912575,60.75,200-300,5.497168225293202
4,Copacabana,-22.96452419333888,-43.1746283655606,1.0,1.0,4.0,2,90,27,270.0,Entire home/apt,3.9319100931984607,67.5,200-300,5.602118820879701
4,Flamengo,-22.9364,-43.17697,2.0,2.0,2.0,2,365,1,503.0,Entire home/apt,3.8417109098952724,125.75,500-1000,6.222576268071369
3,Vidigal,-22.995972597756708,-43.24075309798734,1.0,1.0,2.0,1,365,0,264.0,Private room,5.797310587372227,88.0,200-300,5.579729825986222
2,Leblon,-22.98502,-43.22738,1.0,1.0,0.0,1,365,8,468.0,Entire home/apt,4.068093997195392,234.0,300-500,6.150602768446279
6,Ipanema,-22.9849,-43.19568,1.5,3.0,3.0,1,90,17,762.0,Entire home/apt,3.970745800643474,127.0,500-1000,6.637258031284457
4,Ipanema,-22.98436,-43.20827,2.5,2.0,3.0,3,180,17,606.0,Entire home/apt,3.6166007103827136,151.5,500-1000,6.408528791059498
4,Copacabana,-22.9648766,-43.1772212,1.0,2.0,3.0,3,365,10,284.0,Entire home/apt,3.7002510512896194,71.0,200-300,5.652489180268651
3,Leblon,-22.982122,-43.2153955,1.0,1.0,1.0,3,90,11,216.0,Entire home/apt,3.397703276745633,72.0,200-300,5.37989735354046
4,Ipanema,-22.9849904,-43.2060182,1.0,2.0,2.0,4,365,1,560.0,Entire home/apt,3.707983907107106,140.0,500-1000,6.329720905522696
4,Ipanema,-22.985916920237408,-43.195047978102,2.5,3.0,6.0,3,180,15,675.0,Entire home/apt,4.09999766860252,168.75,500-1000,6.516193076042964
4,Copacabana,-22.98501,-43.19185,1.0,1.0,2.0,4,90,17,513.0,Entire home/apt,4.14733215262907,128.25,500-1000,6.2422232654551655
2,Centro,-22.90866,-43.17689,1.0,1.0,1.0,1,31,25,191.0,Entire home/apt,5.913077514325023,95.5,100-200,5.2574953720277815
4,Copacabana,-22.97000367283913,-43.18066191662399,1.0,1.0,2.0,2,365,0,264.0,Entire home/apt,3.658576396855023,66.0,200-300,5.579729825986222
5,Ipanema,-22.98323,-43.21288,2.0,2.0,3.0,1,365,0,484.0,Entire home/apt,3.4922480209614246,96.8,300-500,6.184148890937483
5,Ipanema,-22.98453953609516,-43.20299693649266,2.0,2.0,4.0,1,90,9,606.0,Entire home/apt,3.7097516883372936,121.2,500-1000,6.408528791059498
4,Copacabana,-22.97875,-43.19042,1.0,2.0,2.0,1,365,0,701.0,Entire home/apt,3.624931532553017,175.25,500-1000,6.553933404025811
2,Grajaú,-22.922566,-43.2682338,1.0,1.0,1.0,2,2,1,203.0,Private room,6.752213267984132,101.5,200-300,5.318119993844216
2,Copacabana,-22.9747381,-43.1903932,1.0,1.0,1.0,2,90,4,328.0,Entire home/apt,3.269066546820289,164.0,300-500,5.796057750765372
4,Jacarepaguá,-22.9709827,-43.3930075,1.0,2.0,3.0,2,56,3,369.0,Entire home/apt,18.806062679233566,92.25,300-500,5.91350300563827
4,Copacabana,-22.9805419,-43.1909412,1.0,1.0,2.0,1,365,0,225.0,Entire home/apt,3.7620441912841667,56.25,200-300,5.420534999272286
4,Recreio dos Bandeirantes,-23.0077252,-43.4627107,3.0,2.0,3.0,5,7,0,900.0,Entire home/apt,26.55472676230858,225.0,500-1000,6.803505257608338
6,Barra da Tijuca,-23.0050661,-43.3289895,2.0,3.0,6.0,2,28,33,564.0,Entire home/apt,13.493917072829671,94.0,500-1000,6.336825731146441
4,Jacarepaguá,-22.96956103334972,-43.42411098655217,2.0,2.0,3.0,1,365,1,495.0,Entire home/apt,21.958597630148706,123.75,300-500,6.206575926724928
2,Copacabana,-22.968233968749967,-43.1854996830225,1.0,1.0,2.0,2,365,9,225.0,Entire home/apt,3.1385855667036244,112.5,200-300,5.420534999272286
4,Copacabana,-22.97368264874608,-43.1914572045207,2.0,2.0,3.0,3,60,11,669.0,Entire home/apt,3.109321951903739,167.25,500-1000,6.507277712385012
6,Leblon,-22.97866,-43.22608,2.0,2.0,5.0,1,365,9,896.0,Entire home/apt,3.3761551760490023,149.33333333333334,500-1000,6.799055862058796
3,Copacabana,-22.9625942882284,-43.17513177911134,1.0,2.0,2.0,2,90,15,284.0,Entire home/apt,3.8115249293537827,94.66666666666667,200-300,5.652489180268651
4,Ipanema,-22.9806197,-43.2041085,2.5,2.0,0.0,1,365,4,536.0,Entire home/apt,3.2598380351017537,134.0,500-1000,6.285998094508865
2,Tijuca,-22.92642,-43.2448989,1.0,1.0,0.0,2,4,2,300.0,Private room,4.5205416633127165,150.0,200-300,5.707110264748875
2,Copacabana,-22.965776551307872,-43.18776636624838,1.0,1.0,1.0,2,30,15,95.0,Private room,2.792610563519043,47.5,<100,4.564348191467836
4,Glória,-22.924762292879144,-43.17302439361811,1.0,1.0,2.0,1,365,54,400.0,Entire home/apt,4.881885707667854,100.0,300-500,5.993961427306569
5,Barra da Tijuca,-23.006612,-43.4303057,1.0,2.0,3.0,3,90,27,261.0,Entire home/apt,23.30967493275413,52.2,200-300,5.568344503761097
2,Jacarepaguá,-22.96947,-43.38908,1.0,1.0,2.0,1,365,0,233.0,Entire home/apt,18.388040930171233,116.5,200-300,5.455321115357702
3,Glória,-22.9191393,-43.177051,1.0,1.0,2.0,3,60,18,257.0,Entire home/apt,5.000299034114371,85.66666666666667,200-300,5.552959584921617
4,Copacabana,-22.964682684162877,-43.1760361790657,1.0,1.0,1.0,2,90,25,238.0,Entire home/apt,3.804163488598514,59.5,200-300,5.476463551931511
4,Leblon,-22.9780526,-43.2252079,1.0,1.0,2.0,4,730,2,346.0,Entire home/apt,3.274779815089972,86.5,300-500,5.849324779946859
2,Santa Teresa,-22.9185402,-43.1876756,1.5,1.0,1.0,5,40,7,110.0,Private room,4.384406715782736,55.0,100-200,4.709530201312334
2,Copacabana,-22.97157785213261,-43.18646404466182,1.0,1.0,1.0,1,90,10,191.0,Entire home/apt,3.2929852703694844,95.5,100-200,5.2574953720277815
2,Camorim,-22.98138,-43.42382,1.0,1.0,0.0,1,365,54,148.0,Entire home/apt,22.08449464239289,74.0,100-200,5.003946305945459
4,Ipanema,-22.98645586988568,-43.19692687919404,1.0,2.0,2.0,3,90,28,350.0,Entire home/apt,4.085989953329725,87.5,300-500,5.860786223465865
2,Copacabana,-22.96621349639228,-43.190601992975566,2.0,1.0,1.0,3,365,1,180.0,Private room,2.5852836741407783,90.0,100-200,5.198497031265826
1,Flamengo,-22.93736374910976,-43.17695585740539,1.0,1.0,1.0,1,365,5,72.0,Private room,3.7961415017246205,72.0,<100,4.290459441148391
2,Copacabana,-22.9638749,-43.1768027,0.0,0.0,1.0,3,10,16,144.0,Private room,3.6982089406608836,72.0,100-200,4.976733742420574
4,Copacabana,-22.96212,-43.17691,1.0,2.0,2.0,1,300,1,312.0,Entire home/apt,3.622102600806353,78.0,300-500,5.746203190540153
4,Urca,-22.953596399758204,-43.168527457219696,1.5,3.0,3.0,2,365,17,340.0,Entire home/apt,4.301759471752262,85.0,300-500,5.831882477283517
5,Copacabana,-22.967076124126496,-43.187397184264846,3.0,3.0,3.0,5,365,0,1000.0,Private room,2.9056568051676623,200.0,500-1000,6.90875477931522
2,Taquara,-22.930843989854235,-43.36203871972917,1.0,1.0,1.0,3,28,3,169.0,Entire home/apt,15.693182815902734,84.5,100-200,5.135798437050262
2,Centro,-22.9149489,-43.1886691,1.0,1.0,1.0,1,15,23,180.0,Entire home/apt,4.677605621371058,90.0,100-200,5.198497031265826
7,Copacabana,-22.97247,-43.18471,2.0,3.0,4.0,1,90,26,275.0,Entire home/apt,3.4933962088675754,39.285714285714285,200-300,5.62040086571715
1,Copacabana,-22.98335,-43.19245,1.5,1.0,0.0,2,15,1,180.0,Private room,3.9553159380745386,180.0,100-200,5.198497031265826
2,Ipanema,-22.9815369,-43.2016125,1.0,1.0,1.0,1,60,0,260.0,Private room,3.4187826792125504,130.0,200-300,5.564520407322694
2,Ipanema,-22.9815369,-43.2016125,0.5,1.0,1.0,1,365,0,220.0,Private room,3.4187826792125504,110.0,200-300,5.3981627015177525
8,Barra da Tijuca,-23.009071345866356,-43.34480781108141,2.0,3.0,4.0,2,365,1,990.0,Entire home/apt,15.147671443166928,123.75,500-1000,6.898714534329988
2,Ipanema,-22.983389763687654,-43.209053076508106,1.0,1.0,1.0,2,15,0,229.0,Private room,3.50463411437306,114.5,200-300,5.438079308923196
2,Botafogo,-22.95783,-43.17751,1.0,1.0,0.0,2,365,14,128.0,Entire home/apt,3.441592516160469,64.0,100-200,4.859812404361672
4,Barra da Tijuca,-23.00836032696843,-43.3668015897274,2.0,2.0,3.0,3,365,2,450.0,Entire home/apt,17.18825652761496,112.5,300-500,6.111467339502679
7,Vargem Pequena,-22.9902757,-43.4859567,2.5,3.0,4.0,1,365,9,322.0,Entire home/apt,28.521549251856577,46.0,300-500,5.777652323222656
4,Copacabana,-22.985068599999995,-43.18964906190185,1.0,1.0,2.0,1,7,42,246.0,Entire home/apt,4.261412862008896,61.5,200-300,5.5093883366279774
3,Copacabana,-22.96549,-43.17509,1.0,1.0,1.0,2,90,26,232.0,Entire home/apt,3.9278368749698145,77.33333333333333,200-300,5.4510384535657
2,Copacabana,-22.965985662814056,-43.17984261634063,2.0,1.0,1.0,4,60,1,200.0,Private room,3.5079729408845783,100.0,100-200,5.303304908059076
4,Copacabana,-22.968097342962373,-43.17976150588992,1.0,1.0,1.0,2,365,23,231.0,Entire home/apt,3.626099357726239,57.75,200-300,5.44673737166631
4,Camorim,-22.979499281037075,-43.42324383210812,2.0,2.0,4.0,1,365,10,270.0,Entire home/apt,21.99616044209869,67.5,200-300,5.602118820879701
1,Barra da Tijuca,-23.0102388,-43.4188594,1.0,1.0,1.0,3,365,0,150.0,Private room,22.294336890645155,150.0,100-200,5.017279836814924
4,Centro,-22.9068,-43.19191,1.0,1.0,1.0,2,60,22,179.0,Entire home/apt,5.364095620968794,44.75,100-200,5.19295685089021
4,Copacabana,-22.9657542,-43.1810204,1.0,1.0,2.0,3,365,28,202.0,Entire home/apt,3.3887217083121435,50.5,200-300,5.313205979041787
3,Gávea,-22.979070507938165,-43.23447803128192,1.0,1.0,1.0,3,30,2,315.0,Entire home/apt,3.892861162147306,105.0,300-500,5.755742213586912
4,São Conrado,-22.99831241622972,-43.2575510146479,1.0,1.0,1.0,2,7,3,675.0,Private room,7.059450068118198,168.75,500-1000,6.516193076042964
4,Copacabana,-22.967899059363763,-43.18553212326536,1.0,1.0,0.0,1,365,31,359.0,Entire home/apt,3.1144589352444045,89.75,300-500,5.886104031450156
3,Copacabana,-22.982902973601703,-43.192332704453655,1.0,1.0,2.0,1,365,0,257.0,Entire home/apt,3.9171258117469954,85.66666666666667,200-300,5.552959584921617
4,São Conrado,-22.9980396,-43.2568208,1.0,1.0,3.0,2,7,0,440.0,Entire home/apt,6.9863516584730325,110.0,300-500,6.089044875446846
5,Barra da Tijuca,-23.00507,-43.34894,2.0,2.0,4.0,1,365,9,436.0,Entire home/apt,15.356104597300218,87.2,300-500,6.07993319509559
4,Barra da Tijuca,-23.0140628,-43.3134152,2.0,2.0,2.0,2,365,0,510.0,Entire home/apt,12.600398891205932,127.5,500-1000,6.236369590203704
2,Ipanema,-22.9826678,-43.1990994,1.0,1.0,1.0,1,30,3,221.0,Private room,3.6148466122634333,110.5,200-300,5.402677381872279
4,Copacabana,-22.96899,-43.18923,2.0,2.0,2.0,1,90,7,273.0,Entire home/apt,2.890288063026083,68.25,200-300,5.6131281063880705
3,Copacabana,-22.96991336502949,-43.18793656350708,1.0,1.0,0.0,4,365,16,210.0,Entire home/apt,3.057584820250041,70.0,200-300,5.351858133476067
4,Copacabana,-22.96185,-43.17488,1.0,0.0,2.0,2,90,21,464.0,Entire home/apt,3.811192116947904,116.0,300-500,6.142037405587356
2,Camorim,-22.9814,-43.42303,1.0,1.0,1.0,1,365,10,162.0,Entire home/apt,22.004842898365965,81.0,100-200,5.093750200806762
3,Botafogo,-22.95977,-43.17746,1.0,1.0,1.0,1,365,15,128.0,Entire home/apt,3.49428447751823,42.666666666666664,100-200,4.859812404361672
2,Copacabana,-22.97904,-43.19,1.0,1.0,1.0,5,365,0,750.0,Entire home/apt,3.6759161863415146,375.0,500-1000,6.621405651764134
4,Santa Teresa,-22.9177154,-43.1916463,1.0,1.0,0.0,2,30,3,400.0,Entire home/apt,4.263380554178828,100.0,300-500,5.993961427306569
6,Botafogo,-22.95193975974675,-43.17735957122705,2.5,3.0,0.0,2,365,6,517.0,Entire home/apt,3.393314100122122,86.16666666666667,500-1000,6.249975242259483
3,Copacabana,-22.97063158842908,-43.18778794258832,1.0,0.0,2.0,1,365,22,279.0,Entire home/apt,3.1218008821282264,93.0,200-300,5.634789603169249
4,Copacabana,-22.9650174,-43.1793411,1.0,1.0,1.0,1,30,0,360.0,Entire home/apt,3.5078864863721217,90.0,300-500,5.8888779583328805
5,Copacabana,-22.9689996,-43.1884052,1.0,1.0,4.0,1,365,12,436.0,Entire home/apt,2.9551249507043322,87.2,300-500,6.07993319509559
3,Centro,-22.90631,-43.19054,1.0,1.0,1.0,2,60,28,181.0,Entire home/apt,5.465973845372505,60.333333333333336,100-200,5.204006687076795
2,Cosme Velho,-22.94019882902329,-43.199818316100725,1.0,1.0,1.0,2,365,3,306.0,Private room,1.6997681975914294,153.0,300-500,5.726847747587197
4,Copacabana,-22.97168,-43.18914,1.0,0.0,1.0,1,365,3,367.0,Entire home/apt,3.1016423640231503,91.75,300-500,5.908082938168931
1,Cosme Velho,-22.9401,-43.20001,1.0,1.0,1.0,2,365,2,261.0,Private room,1.6956942773651058,261.0,200-300,5.568344503761097
4,Jacarepaguá,-22.96609,-43.39585,1.0,2.0,3.0,1,365,30,225.0,Entire home/apt,19.042825201906474,56.25,200-300,5.420534999272286
6,Leblon,-22.9796841,-43.2191367,2.0,3.0,1.0,3,365,0,700.0,Entire home/apt,3.2135001059811126,116.66666666666667,500-1000,6.55250788703459
4,Copacabana,-22.96697,-43.18728,2.0,2.0,2.0,3,120,7,447.0,Entire home/apt,2.908618731102329,111.75,300-500,6.104793232414985
1,Botafogo,-22.950866,-43.1891119,1.0,1.0,1.0,1,5,0,264.0,Private room,2.192992806590858,264.0,200-300,5.579729825986222
2,Gávea,-22.97592251069303,-43.245057870391854,1.0,1.0,1.0,2,365,5,270.0,Entire home/apt,4.433236716356285,135.0,200-300,5.602118820879701
4,Barra da Tijuca,-23.00907628350718,-43.34488123655319,1.0,1.0,0.0,2,365,1,380.0,Entire home/apt,15.154724464480376,95.0,300-500,5.942799375126701
2,Copacabana,-22.97448860641473,-43.18921688245601,1.0,1.0,1.0,5,365,2,675.0,Entire home/apt,3.32521161907792,337.5,500-1000,6.516193076042964
6,Recreio dos Bandeirantes,-23.030461,-43.4806167,2.0,3.0,2.0,2,30,4,882.0,Entire home/apt,28.996853083637884,147.0,500-1000,6.78332520060396
4,Copacabana,-22.9834655,-43.19443580000001,2.0,2.0,2.0,2,90,5,448.0,Entire home/apt,3.8761376711310396,112.0,300-500,6.1070228877422545
2,Ipanema,-22.982102060789323,-43.1982698083084,1.0,1.0,1.0,1,365,4,472.0,Entire home/apt,3.584148785226664,236.0,300-500,6.159095388491933
6,São Conrado,-22.9980396,-43.2568208,1.0,1.0,4.0,3,7,0,616.0,Entire home/apt,6.9863516584730325,102.66666666666667,500-1000,6.424869023905388
2,Copacabana,-22.9858,-43.1924,1.0,1.0,1.0,4,90,25,329.0,Entire home/apt,4.200360289705691,164.5,300-500,5.799092654460526
4,Alto da Boa Vista,-22.975290336002168,-43.24355583334352,1.5,2.0,3.0,2,365,6,868.0,Entire home/apt,4.268311719111014,217.0,500-1000,6.767343125265392
2,Copacabana,-22.97316799588363,-43.19340540724011,1.0,1.0,1.0,1,89,18,179.0,Entire home/apt,2.942100660583886,89.5,100-200,5.19295685089021
4,Barra da Tijuca,-23.001838891131072,-43.30924394614125,1.0,1.0,2.0,2,30,19,264.0,Entire home/apt,11.5334884486163,66.0,200-300,5.579729825986222
2,Barra da Tijuca,-23.004028745256008,-43.32155764858532,2.5,1.0,1.0,1,365,12,180.0,Private room,12.761576415657204,90.0,100-200,5.198497031265826
4,Ipanema,-22.98033046062237,-43.19988102865191,2.0,2.0,3.0,3,180,12,308.0,Entire home/apt,3.343041829270388,77.0,300-500,5.733341276897746
6,Copacabana,-22.98573,-43.19106,1.0,3.0,3.0,1,365,34,417.0,Entire home/apt,4.2557800792572325,69.5,300-500,6.035481432524756
4,Barra da Tijuca,-23.01203,-43.32724,1.0,1.0,2.0,2,28,9,502.0,Entire home/apt,13.693823160337136,125.5,500-1000,6.220590170099739
4,Ipanema,-22.981379053993223,-43.19971227116396,1.0,1.0,2.0,1,90,30,493.0,Entire home/apt,3.45898687323825,123.25,300-500,6.202535517187923
4,Ipanema,-22.98409,-43.19794,2.0,2.0,2.0,1,90,10,439.0,Entire home/apt,3.8033357534489127,109.75,300-500,6.0867747269123065
3,Ipanema,-22.9869755,-43.19389690000001,1.0,2.0,1.0,3,90,14,421.0,Entire home/apt,4.254530124669876,140.33333333333334,300-500,6.045005314036012
6,Barra da Tijuca,-23.0093514,-43.3448529,2.0,2.0,0.0,2,365,25,540.0,Entire home/apt,15.164940027209722,90.0,500-1000,6.293419278846481
3,Copacabana,-22.97456,-43.19322,1.0,1.0,2.0,1,90,22,272.0,Entire home/apt,3.078763421410575,90.66666666666667,200-300,5.60947179518496
4,Copacabana,-22.96493,-43.19032,1.0,1.0,0.0,1,365,2,315.0,Entire home/apt,2.523544935890039,78.75,300-500,5.755742213586912
2,Ipanema,-22.9825339,-43.20131,1.0,2.0,2.0,3,90,1,483.0,Private room,3.533887233250546,241.5,300-500,6.182084906716632
3,Santa Teresa,-22.91753,-43.17837,1.0,1.0,2.0,1,365,18,143.0,Entire home/apt,5.042994880849088,47.666666666666664,100-200,4.969813299576001
6,Copacabana,-22.98438,-43.18954,1.0,2.0,2.0,1,365,7,675.0,Entire home/apt,4.201014421651099,112.5,500-1000,6.516193076042964
6,Flamengo,-22.9401181,-43.1754623,2.0,3.0,3.0,5,365,1,500.0,Entire home/apt,3.819444748751726,83.33333333333333,300-500,6.2166061010848646
6,Copacabana,-22.9748566,-43.1920309,2.0,3.0,0.0,2,29,16,439.0,Entire home/apt,3.176737443799894,73.16666666666667,300-500,6.0867747269123065
4,Ipanema,-22.986873488504237,-43.193367345728426,2.0,1.0,2.0,2,90,13,301.0,Entire home/apt,4.266137009129408,75.25,300-500,5.71042701737487
3,Leblon,-22.98093,-43.22351,2.0,1.0,2.0,5,365,0,277.0,Entire home/apt,3.4920009383798316,92.33333333333333,200-300,5.627621113690637
3,Ipanema,-22.98229,-43.20028,2.0,1.0,2.0,2,365,6,256.0,Entire home/apt,3.5374973830701952,85.33333333333333,200-300,5.54907608489522
4,Camorim,-22.9806533,-43.423443,1.0,1.0,2.0,2,365,15,248.0,Entire home/apt,22.034513493819038,62.0,200-300,5.517452896464707
4,Copacabana,-22.9642996,-43.1795215,1.0,1.0,1.0,5,10,6,270.0,Entire home/apt,3.4585175917529103,67.5,200-300,5.602118820879701
4,Centro,-22.9095659,-43.1776722,1.0,1.0,2.0,1,90,33,191.0,Entire home/apt,5.784539827187506,47.75,100-200,5.2574953720277815
2,Copacabana,-22.9642996,-43.1795215,1.0,1.0,1.0,2,90,14,236.0,Entire home/apt,3.4585175917529103,118.0,200-300,5.4680601411351315
3,Copacabana,-22.969684830363363,-43.18558417260647,1.0,1.0,1.0,5,365,2,193.0,Entire home/apt,3.2277690717714007,64.33333333333333,100-200,5.267858159063328
2,Centro,-22.90982,-43.17654,1.0,1.0,1.0,1,20,0,236.0,Private room,5.829982363515922,118.0,200-300,5.4680601411351315
3,Copacabana,-22.97520754378129,-43.1888910010457,1.0,1.0,2.0,2,365,4,172.0,Entire home/apt,3.4075657571483284,57.333333333333336,100-200,5.153291594497779
2,Copacabana,-22.96818896336568,-43.185942221551855,1.0,1.0,1.0,2,365,25,206.0,Entire home/apt,3.0988167340967117,103.0,200-300,5.332718793265369
2,Copacabana,-22.96358,-43.17609,1.0,1.0,1.0,3,365,0,440.0,Entire home/apt,3.7549140010693924,220.0,300-500,6.089044875446846
